family,variant,round,max_features,n_topics,svd_components,relevance_accuracy,relevance_f1,relevance_precision,relevance_recall,direction_accuracy,direction_f1_macro,action_accuracy,action_f1_macro,online_final_accuracy,online_early_by_50_rate,online_before_cue_rate,online_median_stable_correct_pct,n_train_docs,n_val_docs,n_val_rate_relevant,error,run_id,chosen_relevance_threshold,chosen_no_signal_threshold,chosen_direction_threshold,chosen_margin_threshold,feature_mode,uncertain_rate_signal_rate,direction_eval_labels,n_threshold_docs,n_test_docs,n_test_rate_relevant,action_f1_macro_all_labels,action_eval_labels,chosen_lower_override_threshold,chosen_lower_override_gap,chosen_threshold_family
RidgeClassifier,alpha=1.8,1,12000,9,24,0.8948948948948949,0.9306930693069309,1.0,0.8703703703703703,0.5740740740740741,0.2609053497942387,0.5135135135135135,0.3548063297118564,0.5285714285714286,0.5785714285714286,0.2926829268292683,10.0,1177.0,333.0,270.0,,20260427T031050Z_43a07e7c,0.55,0.4,0.38,0.02,sparse,0.1771771771771771,,,,,,,,,
DummyMostFrequent,most_frequent,1,12000,6,24,0.8108108108108109,0.8955223880597015,0.8108108108108109,1.0,0.6777777777777778,0.2693156732891832,0.5495495495495496,0.1773255813953488,0.4928571428571429,0.4928571428571429,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.45,0.3,0.38,0.02,sparse,0.0,,,,,,,,,
LogisticRegression,C=0.6,1,12000,6,24,0.8978978978978979,0.932806324110672,1.0,0.8740740740740741,0.5148148148148148,0.2425828970331588,0.5375375375375375,0.3711316852161922,0.5214285714285715,0.6071428571428571,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.62,0.3,0.38,0.02,sparse,0.063063063063063,,,,,,,,,
LogisticRegression,C=1.4,1,12000,6,24,0.9009009009009008,0.9349112426035504,1.0,0.8777777777777778,0.5703703703703704,0.2553897180762852,0.5735735735735735,0.3817523244538247,0.5857142857142857,0.6428571428571429,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.62,0.35,0.38,0.02,sparse,0.069069069069069,,,,,,,,,
SGDClassifier,alpha=2e-5,1,12000,6,24,0.9069069069069068,0.9418386491557224,0.9543726235741444,0.9296296296296296,0.6037037037037037,0.2599681020733652,0.6036036036036037,0.3781384367321867,0.6142857142857143,0.6428571428571429,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.5,0.35,0.38,0.06,sparse,0.024024024024024,,,,,,,,,
SGDClassifier,alpha=8e-5,1,12000,6,24,0.90990990990991,0.9411764705882352,1.0,0.8888888888888888,0.5962962962962963,0.2567783094098884,0.6096096096096096,0.3885345804988662,0.6214285714285714,0.65,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.55,0.35,0.38,0.02,sparse,0.045045045045045,,,,,,,,,
RidgeClassifier,alpha=0.8,1,12000,6,24,0.9129129129129128,0.943248532289628,1.0,0.8925925925925926,0.5851851851851851,0.2538152610441767,0.5345345345345346,0.3551904795770808,0.5142857142857142,0.6,0.2682926829268293,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.55,0.4,0.38,0.02,sparse,0.1651651651651651,,,,,,,,,
RidgeClassifier,alpha=1.8,1,12000,6,24,0.8978978978978979,0.932806324110672,1.0,0.8740740740740741,0.5592592592592592,0.2504145936981758,0.5195195195195195,0.3579612939285964,0.5071428571428571,0.5785714285714286,0.2682926829268293,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.55,0.4,0.38,0.02,sparse,0.1681681681681681,,,,,,,,,
DummyMostFrequent,most_frequent,1,12000,9,24,0.8108108108108109,0.8955223880597015,0.8108108108108109,1.0,0.6777777777777778,0.2693156732891832,0.5495495495495496,0.1773255813953488,0.4928571428571429,0.4928571428571429,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.45,0.3,0.38,0.02,sparse,0.0,,,,,,,,,
LogisticRegression,C=0.6,1,12000,9,24,0.8948948948948949,0.930966469428008,0.9957805907172996,0.8740740740740741,0.5185185185185185,0.2462620932277924,0.5315315315315315,0.3723659003831417,0.5071428571428571,0.6071428571428571,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.55,0.3,0.38,0.02,sparse,0.066066066066066,,,,,,,,,
LogisticRegression,C=1.4,1,12000,9,24,0.8948948948948949,0.930966469428008,0.9957805907172996,0.8740740740740741,0.5703703703703704,0.2547559966914806,0.5675675675675675,0.3807863332319854,0.55,0.6285714285714286,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.62,0.35,0.38,0.02,sparse,0.072072072072072,,,,,,,,,
SGDClassifier,alpha=2e-5,1,12000,9,24,0.924924924924925,0.952561669829222,0.9766536964980544,0.9296296296296296,0.6407407407407407,0.2651340996168582,0.6516516516516516,0.3941099521498158,0.6285714285714286,0.6571428571428571,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.45,0.4,0.38,0.02,sparse,0.006006006006006,,,,,,,,,
SGDClassifier,alpha=8e-5,1,12000,9,24,0.8918918918918919,0.9288537549407114,0.9957627118644068,0.8703703703703703,0.6370370370370371,0.2648190916089299,0.6216216216216216,0.3926916911803562,0.6357142857142857,0.6428571428571429,0.3170731707317073,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.62,0.3,0.38,0.02,sparse,0.06006006006006,,,,,,,,,
RidgeClassifier,alpha=0.8,1,12000,9,24,0.9039039039039038,0.9372549019607844,0.9958333333333332,0.8851851851851852,0.5962962962962963,0.2638176638176638,0.5345345345345346,0.3598073912475297,0.5214285714285715,0.5928571428571429,0.2926829268292683,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.55,0.4,0.38,0.02,sparse,0.1741741741741741,,,,,,,,,
RidgeClassifier,alpha=1.8,1,12000,9,24,0.8948948948948949,0.9306930693069309,1.0,0.8703703703703703,0.5740740740740741,0.2609053497942387,0.5135135135135135,0.3548063297118564,0.5285714285714286,0.5785714285714286,0.2926829268292683,10.0,1177.0,333.0,270.0,,20260427T023631Z_76be5bac,0.55,0.4,0.38,0.02,sparse,0.1771771771771771,,,,,,,,,
DummyMostFrequent,most_frequent,1,12000,9,24,0.8178807947019867,0.8998178506375227,0.8178807947019867,1.0,0.6477732793522267,0.3931203931203931,0.5298013245033113,0.1731601731601731,0.475,0.475,0.3333333333333333,10.0,1057.0,302.0,,,20260427T042219Z_f79637fa,0.45,0.3,0.38,0.02,sparse,0.0,"lower,maintain",151.0,302.0,247.0,,,,,
LogisticRegression,C=0.6,1,12000,9,24,0.9172185430463576,0.9471458773784356,0.991150442477876,0.9068825910931174,0.0040485829959514,0.0061728395061728,0.1456953642384106,0.1933519064787501,0.175,0.15,0.0,10.0,1057.0,302.0,,,20260427T042219Z_f79637fa,0.62,0.35,0.38,0.02,sparse,0.0596026490066225,"lower,maintain",151.0,302.0,247.0,,,,,
LogisticRegression,C=1.4,1,12000,9,24,0.9172185430463576,0.9471458773784356,0.991150442477876,0.9068825910931174,0.0040485829959514,0.0061728395061728,0.1490066225165563,0.2012846179512846,0.175,0.15,0.0,10.0,1057.0,302.0,,,20260427T042219Z_f79637fa,0.62,0.35,0.38,0.02,sparse,0.0662251655629139,"lower,maintain",151.0,302.0,247.0,,,,,
SGDClassifier,alpha=2e-5,1,12000,9,24,0.9172185430463576,0.948024948024948,0.9743589743589745,0.9230769230769232,0.1012145748987854,0.1225490196078431,0.2119205298013245,0.2406773554314538,0.1875,0.1625,0.0,10.0,1057.0,302.0,,,20260427T042219Z_f79637fa,0.45,0.35,0.38,0.06,sparse,0.5198675496688742,"lower,maintain",151.0,302.0,247.0,,,,,
SGDClassifier,alpha=8e-5,1,12000,9,24,0.9105960264900662,0.9440993788819876,0.9661016949152542,0.9230769230769232,0.0364372469635627,0.0523255813953488,0.1556291390728476,0.2091470815403288,0.15,0.1375,0.0,10.0,1057.0,302.0,,,20260427T042219Z_f79637fa,0.62,0.4,0.38,0.02,sparse,0.0529801324503311,"lower,maintain",151.0,302.0,247.0,,,,,
RidgeClassifier,alpha=0.8,1,12000,9,24,0.8576158940397351,0.9046563192904656,1.0,0.8259109311740891,0.0,0.0,0.0960264900662251,0.1593406593406593,0.1,0.15,0.0,10.0,1057.0,302.0,,,20260427T042219Z_f79637fa,0.62,0.4,0.38,0.1,sparse,0.2119205298013245,"lower,maintain",151.0,302.0,247.0,,,,,
RidgeClassifier,alpha=1.8,1,12000,9,24,0.8543046357615894,0.9022222222222224,1.0,0.8218623481781376,0.0,0.0,0.1125827814569536,0.1770833333333333,0.1125,0.15,0.0,10.0,1057.0,302.0,,,20260427T042219Z_f79637fa,0.62,0.4,0.38,0.1,sparse,0.1920529801324503,"lower,maintain",151.0,302.0,247.0,,,,,
DummyMostFrequent,most_frequent,1,12000,9,24,0.8178807947019867,0.8998178506375227,0.8178807947019867,1.0,0.6477732793522267,0.3931203931203931,0.5298013245033113,0.1731601731601731,0.475,0.475,0.3333333333333333,10.0,1057.0,302.0,,,20260427T043326Z_832d7650,0.45,0.3,0.38,0.02,sparse,0.0,"lower,maintain",151.0,302.0,247.0,,,,,
LogisticRegression,C=0.6,1,12000,9,24,0.8807947019867549,0.9318181818181818,0.8754448398576512,0.9959514170040484,0.6477732793522267,0.5008710194411539,0.5529801324503312,0.2977696353277574,0.55,0.5,0.3333333333333333,10.0,1057.0,302.0,,,20260427T043326Z_832d7650,0.45,0.3,0.38,0.02,sparse,0.0496688741721854,"lower,maintain",151.0,302.0,247.0,,,,,
LogisticRegression,C=1.4,1,12000,9,24,0.8774834437086093,0.9297912713472486,0.875,0.9919028340080972,0.6680161943319838,0.520501893939394,0.5728476821192053,0.3149255541215906,0.5625,0.525,0.3333333333333333,10.0,1057.0,302.0,,,20260427T043326Z_832d7650,0.5,0.35,0.38,0.02,sparse,0.0562913907284768,"lower,maintain",151.0,302.0,247.0,,,,,
SGDClassifier,alpha=2e-5,1,12000,9,24,0.8874172185430463,0.9348659003831418,0.8872727272727273,0.9878542510121456,0.6477732793522267,0.4140375753278978,0.5960264900662252,0.3277389663700568,0.5875,0.5625,0.3333333333333333,10.0,1057.0,302.0,,,20260427T043326Z_832d7650,0.62,0.4,0.38,0.02,sparse,0.0132450331125827,"lower,maintain",151.0,302.0,247.0,,,,,
SGDClassifier,alpha=8e-5,1,12000,9,24,0.8443708609271523,0.9128014842300556,0.8424657534246576,0.9959514170040484,0.6275303643724697,0.414450628736343,0.5331125827814569,0.2500310626533718,0.525,0.5,0.3333333333333333,10.0,1057.0,302.0,,,20260427T043326Z_832d7650,0.45,0.4,0.38,0.02,sparse,0.0165562913907284,"lower,maintain",151.0,302.0,247.0,,,,,
RidgeClassifier,alpha=0.8,1,12000,9,24,0.8807947019867549,0.9213973799126638,1.0,0.854251012145749,0.6639676113360324,0.4980781001346554,0.5463576158940397,0.3732954545454545,0.4625,0.5,0.3333333333333333,10.0,1057.0,302.0,,,20260427T043326Z_832d7650,0.62,0.4,0.38,0.02,sparse,0.2417218543046357,"lower,maintain",151.0,302.0,247.0,,,,,
RidgeClassifier,alpha=1.8,1,12000,9,24,0.8807947019867549,0.9213973799126638,1.0,0.854251012145749,0.6680161943319838,0.5265987284966342,0.5463576158940397,0.3902229721933772,0.45,0.5,0.3333333333333333,10.0,1057.0,302.0,,,20260427T043326Z_832d7650,0.62,0.4,0.38,0.02,sparse,0.23841059602649,"lower,maintain",151.0,302.0,247.0,,,,,
DummyMostFrequent,most_frequent,1,12000,9,24,0.8178807947019867,0.8998178506375227,0.8178807947019867,1.0,0.6477732793522267,0.3931203931203931,0.5298013245033113,0.1731601731601731,0.475,0.475,0.3333333333333333,10.0,1057.0,302.0,,,20260427T044515Z_59c7ff1c,0.4,0.25,0.3,0.0,sparse,0.0,"lower,maintain",151.0,302.0,247.0,,,,,
LogisticRegression,C=0.6,1,12000,9,24,0.8807947019867549,0.9318181818181818,0.8754448398576512,0.9959514170040484,0.6477732793522267,0.5008710194411539,0.5562913907284768,0.2980458392357706,0.55,0.5,0.3333333333333333,10.0,1057.0,302.0,,,20260427T044515Z_59c7ff1c,0.45,0.3,0.3,0.0,sparse,0.043046357615894,"lower,maintain",151.0,302.0,247.0,,,,,
LogisticRegression,C=1.4,1,12000,9,24,0.8708609271523179,0.926829268292683,0.8636363636363636,1.0,0.6680161943319838,0.520501893939394,0.5794701986754967,0.3190464381953743,0.5625,0.525,0.3333333333333333,10.0,1057.0,302.0,,,20260427T044515Z_59c7ff1c,0.4,0.35,0.3,0.0,sparse,0.0198675496688741,"lower,maintain",151.0,302.0,247.0,,,,,
SGDClassifier,alpha=2e-5,1,12000,9,24,0.8874172185430463,0.9348659003831418,0.8872727272727273,0.9878542510121456,0.6477732793522267,0.4140375753278978,0.5960264900662252,0.3277389663700568,0.5875,0.5625,0.3333333333333333,10.0,1057.0,302.0,,,20260427T044515Z_59c7ff1c,0.62,0.4,0.3,0.0,sparse,0.0132450331125827,"lower,maintain",151.0,302.0,247.0,,,,,
SGDClassifier,alpha=8e-5,1,12000,9,24,0.8443708609271523,0.9128014842300556,0.8424657534246576,0.9959514170040484,0.6275303643724697,0.414450628736343,0.5364238410596026,0.25,0.525,0.5,0.3333333333333333,10.0,1057.0,302.0,,,20260427T044515Z_59c7ff1c,0.45,0.4,0.3,0.0,sparse,0.0066225165562913,"lower,maintain",151.0,302.0,247.0,,,,,
RidgeClassifier,alpha=0.8,1,12000,9,24,0.9006622516556292,0.9404761904761904,0.9221789883268484,0.9595141700404858,0.6639676113360324,0.4980781001346554,0.5993377483443708,0.3753164406940362,0.5375,0.55,0.3333333333333333,10.0,1057.0,302.0,,,20260427T044515Z_59c7ff1c,0.45,0.4,0.3,0.0,sparse,0.0662251655629139,"lower,maintain",151.0,302.0,247.0,,,,,
RidgeClassifier,alpha=1.8,1,12000,9,24,0.8807947019867549,0.9213973799126638,1.0,0.854251012145749,0.6680161943319838,0.5265987284966342,0.5629139072847682,0.3997446053161711,0.45,0.5,0.3333333333333333,10.0,1057.0,302.0,,,20260427T044515Z_59c7ff1c,0.62,0.4,0.3,0.0,sparse,0.2152317880794702,"lower,maintain",151.0,302.0,247.0,,,,,
RidgeClassifier,alpha=0.3,1,3000,3,12,0.9162995594713657,0.9476584022038568,0.9717514124293786,0.9247311827956988,0.7258064516129032,0.5013397642015005,0.6475770925110133,0.5448859455481972,,,,,1057.0,227.0,,,20260427T223814Z_d99246f9,0.62,0.4,0.3,0.0,sparse,0.1233480176211453,"lower,maintain",226.0,227.0,186.0,0.4086644591611479,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=0.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7365591397849462,0.5318230852211434,0.6563876651982379,0.5628637187920451,,,,,1057.0,227.0,,,20260427T223814Z_d99246f9,0.62,0.4,0.3,0.0,sparse,0.1277533039647577,"lower,maintain",226.0,227.0,186.0,0.4221477890940338,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=1.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7258064516129032,0.5357964276975776,0.6519823788546255,0.5689398127209072,,,,,1057.0,227.0,,,20260427T223814Z_d99246f9,0.62,0.4,0.3,0.0,sparse,0.118942731277533,"lower,maintain",226.0,227.0,186.0,0.4267048595406804,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=3.2,1,3000,3,12,0.933920704845815,0.9591280653950952,0.9723756906077348,0.946236559139785,0.6989247311827957,0.5177777777777778,0.6431718061674009,0.565387633396108,,,,,1057.0,227.0,,,20260427T223814Z_d99246f9,0.55,0.4,0.3,0.0,sparse,0.1013215859030837,"lower,maintain",226.0,227.0,186.0,0.424040725047081,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=0.3,1,3000,3,12,0.9162995594713657,0.9476584022038568,0.9717514124293786,0.9247311827956988,0.7258064516129032,0.5013397642015005,0.6475770925110133,0.5448859455481972,0.925,0.95,0.5714285714285714,10.0,1057.0,227.0,,,20260427T224310Z_14b0e850,0.62,0.4,0.3,0.0,sparse,0.1233480176211453,"lower,maintain",226.0,227.0,186.0,0.4086644591611479,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=0.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7365591397849462,0.5318230852211434,0.6563876651982379,0.5628637187920451,0.925,0.925,0.5,10.0,1057.0,227.0,,,20260427T224310Z_14b0e850,0.62,0.4,0.3,0.0,sparse,0.1277533039647577,"lower,maintain",226.0,227.0,186.0,0.4221477890940338,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=1.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7258064516129032,0.5357964276975776,0.6519823788546255,0.5689398127209072,0.95,0.9,0.5,10.0,1057.0,227.0,,,20260427T224310Z_14b0e850,0.62,0.4,0.3,0.0,sparse,0.118942731277533,"lower,maintain",226.0,227.0,186.0,0.4267048595406804,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=3.2,1,3000,3,12,0.933920704845815,0.9591280653950952,0.9723756906077348,0.946236559139785,0.6989247311827957,0.5177777777777778,0.6431718061674009,0.565387633396108,0.95,0.925,0.5,10.0,1057.0,227.0,,,20260427T224310Z_14b0e850,0.55,0.4,0.3,0.0,sparse,0.1013215859030837,"lower,maintain",226.0,227.0,186.0,0.424040725047081,"no_rate_signal,lower,maintain",,,
RidgeClassifier,alpha=0.3,1,3000,3,12,0.9162995594713657,0.9476584022038568,0.9717514124293786,0.9247311827956988,0.7258064516129032,0.5013397642015005,0.6519823788546255,0.5638548247243899,0.925,0.925,0.5,10.0,1057.0,227.0,,,20260427T225125Z_7d7745de,0.62,0.4,0.3,0.0,sparse,0.1233480176211453,"lower,maintain",226.0,227.0,186.0,0.4228911185432924,"no_rate_signal,lower,maintain",0.35,0.25,
RidgeClassifier,alpha=0.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7365591397849462,0.5318230852211434,0.6387665198237885,0.5733627715102037,0.925,0.925,0.5,10.0,1057.0,227.0,,,20260427T225125Z_7d7745de,0.62,0.4,0.3,0.0,sparse,0.1277533039647577,"lower,maintain",226.0,227.0,186.0,0.4300220786326527,"no_rate_signal,lower,maintain",0.35,0.25,
RidgeClassifier,alpha=1.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7258064516129032,0.5357964276975776,0.6387665198237885,0.5614512471655329,0.95,0.9,0.5,10.0,1057.0,227.0,,,20260427T225125Z_7d7745de,0.62,0.4,0.3,0.0,sparse,0.118942731277533,"lower,maintain",226.0,227.0,186.0,0.4210884353741496,"no_rate_signal,lower,maintain",0.4,0.15,
RidgeClassifier,alpha=3.2,1,3000,3,12,0.933920704845815,0.9591280653950952,0.9723756906077348,0.946236559139785,0.6989247311827957,0.5177777777777778,0.5859030837004405,0.5513010540184453,0.925,0.9,0.5,10.0,1057.0,227.0,,,20260427T225125Z_7d7745de,0.55,0.4,0.3,0.0,sparse,0.1013215859030837,"lower,maintain",226.0,227.0,186.0,0.413475790513834,"no_rate_signal,lower,maintain",0.35,0.15,
RidgeClassifier,alpha=0.3,1,3000,3,12,0.9162995594713657,0.9476584022038568,0.9717514124293786,0.9247311827956988,0.7258064516129032,0.5013397642015005,0.6519823788546255,0.5638548247243899,0.925,0.925,0.5,10.0,1057.0,227.0,,,20260428T005807Z_7c39ed2a,0.62,0.4,0.3,0.0,sparse,0.1233480176211453,"lower,maintain",226.0,227.0,186.0,0.4228911185432924,"no_rate_signal,lower,maintain",0.35,0.25,
RidgeClassifier,alpha=0.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7365591397849462,0.5318230852211434,0.6387665198237885,0.5733627715102037,0.925,0.925,0.5,10.0,1057.0,227.0,,,20260428T005807Z_7c39ed2a,0.62,0.4,0.3,0.0,sparse,0.1277533039647577,"lower,maintain",226.0,227.0,186.0,0.4300220786326527,"no_rate_signal,lower,maintain",0.35,0.25,
RidgeClassifier,alpha=1.8,1,3000,3,12,0.920704845814978,0.9505494505494504,0.9719101123595506,0.9301075268817204,0.7258064516129032,0.5357964276975776,0.6387665198237885,0.5614512471655329,0.95,0.9,0.5,10.0,1057.0,227.0,,,20260428T005807Z_7c39ed2a,0.62,0.4,0.3,0.0,sparse,0.118942731277533,"lower,maintain",226.0,227.0,186.0,0.4210884353741496,"no_rate_signal,lower,maintain",0.4,0.15,
RidgeClassifier,alpha=3.2,1,3000,3,12,0.933920704845815,0.9591280653950952,0.9723756906077348,0.946236559139785,0.6989247311827957,0.5177777777777778,0.5859030837004405,0.5513010540184453,0.925,0.9,0.5,10.0,1057.0,227.0,,,20260428T005807Z_7c39ed2a,0.55,0.4,0.3,0.0,sparse,0.1013215859030837,"lower,maintain",226.0,227.0,186.0,0.413475790513834,"no_rate_signal,lower,maintain",0.35,0.15,
RidgeClassifier,alpha=0.3,1,3000,3,12,0.9074889867841408,0.9427792915531336,0.9558011049723756,0.9301075268817204,0.7473118279569892,0.6847527472527473,0.6431718061674009,0.6430021962675969,0.7,0.775,0.4285714285714285,15.0,1057.0,227.0,,,20260428T010604Z_7d8bb08a,0.55,0.4,0.3,0.0,sparse,0.0837004405286343,"lower,maintain",226.0,227.0,186.0,0.4822516472006977,"no_rate_signal,lower,maintain",0.35,0.25,
RidgeClassifier,alpha=0.8,1,3000,3,12,0.9162995594713657,0.948509485094851,0.9562841530054644,0.9408602150537636,0.7365591397849462,0.6749063670411986,0.6123348017621145,0.6119040263618577,0.725,0.75,0.4285714285714285,20.0,1057.0,227.0,,,20260428T010604Z_7d8bb08a,0.55,0.4,0.3,0.0,sparse,0.0881057268722467,"lower,maintain",226.0,227.0,186.0,0.4589280197713933,"no_rate_signal,lower,maintain",0.4,0.15,
RidgeClassifier,alpha=1.8,1,3000,3,12,0.9118942731277532,0.9456521739130436,0.956043956043956,0.935483870967742,0.6881720430107527,0.6400640597891365,0.6035242290748899,0.6134218144140315,0.675,0.725,0.2857142857142857,20.0,1057.0,227.0,,,20260428T010604Z_7d8bb08a,0.55,0.4,0.3,0.0,sparse,0.0837004405286343,"lower,maintain",226.0,227.0,186.0,0.4600663608105236,"no_rate_signal,lower,maintain",0.4,0.05,
RidgeClassifier,alpha=3.2,1,3000,3,12,0.9118942731277532,0.9456521739130436,0.956043956043956,0.935483870967742,0.6397849462365591,0.6079529367351433,0.5903083700440529,0.6042846885245065,0.7,0.675,0.2857142857142857,20.0,1057.0,227.0,,,20260428T010604Z_7d8bb08a,0.55,0.4,0.3,0.0,sparse,0.0837004405286343,"lower,maintain",226.0,227.0,186.0,0.4532135163933798,"no_rate_signal,lower,maintain",1.01,0.05,
LogisticRegression,C=0.25,1,3000,3,12,0.9383259911894272,0.9617486338797814,0.9777777777777776,0.946236559139785,0.2956989247311828,0.2384435067979371,0.3700440528634361,0.420125590002703,0.05,0.05,0.0714285714285714,10.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.4,0.3,0.0,sparse,0.026431718061674,"lower,maintain",226.0,227.0,186.0,0.3150941925020273,"no_rate_signal,lower,maintain",0.3,0.05,
LogisticRegression,C=0.6,1,3000,3,12,0.9295154185022028,0.9565217391304348,0.967032967032967,0.946236559139785,0.3010752688172043,0.2466350947158524,0.3568281938325991,0.4137904593379045,0.05,0.05,0.0714285714285714,10.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.62,0.4,0.3,0.0,sparse,0.0484581497797356,"lower,maintain",226.0,227.0,186.0,0.3103428445034284,"no_rate_signal,lower,maintain",1.01,0.05,
LogisticRegression,C=1.4,1,3000,3,12,0.920704845814978,0.9518716577540108,0.946808510638298,0.956989247311828,0.3118279569892473,0.2627276105536975,0.3700440528634361,0.4270860482401887,0.05,0.075,0.0714285714285714,10.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.62,0.4,0.3,0.0,sparse,0.026431718061674,"lower,maintain",226.0,227.0,186.0,0.3203145361801415,"no_rate_signal,lower,maintain",1.01,0.05,
LogisticRegression,C=2.4,1,3000,3,12,0.9251101321585904,0.9551451187335092,0.9378238341968912,0.9731182795698924,0.3118279569892473,0.2636996952167693,0.3700440528634361,0.4216637709331197,0.05,0.075,0.0714285714285714,10.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.4,0.3,0.0,sparse,0.0044052863436123,"lower,maintain",226.0,227.0,186.0,0.3162478281998397,"no_rate_signal,lower,maintain",0.4,0.05,
SGDClassifier,alpha=5e-6,1,3000,3,12,0.9251101321585904,0.9539295392953928,0.9617486338797814,0.946236559139785,0.2849462365591398,0.3323378131740501,0.3656387665198238,0.4742935482065917,0.2,0.2,0.0714285714285714,20.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.3,0.3,0.0,sparse,0.0,"lower,maintain",226.0,227.0,186.0,0.3557201611549437,"no_rate_signal,lower,maintain",0.3,0.05,
SGDClassifier,alpha=2e-5,1,3000,3,12,0.920704845814978,0.9528795811518324,0.9285714285714286,0.978494623655914,0.4032258064516129,0.4522783700890901,0.4361233480176211,0.5340089316386122,0.125,0.2,0.0714285714285714,35.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.3,0.3,0.0,sparse,0.0044052863436123,"lower,maintain",226.0,227.0,186.0,0.4005066987289591,"no_rate_signal,lower,maintain",1.01,0.05,
SGDClassifier,alpha=8e-5,1,3000,3,12,0.933920704845815,0.9606299212598424,0.9384615384615383,0.9838709677419356,0.3387096774193548,0.3740245664739884,0.3964757709251101,0.4991864073261182,0.25,0.225,0.0714285714285714,40.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.4,0.3,0.0,sparse,0.0,"lower,maintain",226.0,227.0,186.0,0.3743898054945886,"no_rate_signal,lower,maintain",1.01,0.05,
RidgeClassifier,alpha=0.3,1,3000,3,12,0.9074889867841408,0.9427792915531336,0.9558011049723756,0.9301075268817204,0.7473118279569892,0.6847527472527473,0.6431718061674009,0.6430021962675969,0.7,0.775,0.4285714285714285,15.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.4,0.3,0.0,sparse,0.0837004405286343,"lower,maintain",226.0,227.0,186.0,0.4822516472006977,"no_rate_signal,lower,maintain",0.35,0.25,
RidgeClassifier,alpha=0.8,1,3000,3,12,0.9162995594713657,0.948509485094851,0.9562841530054644,0.9408602150537636,0.7365591397849462,0.6749063670411986,0.6123348017621145,0.6119040263618577,0.725,0.75,0.4285714285714285,20.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.4,0.3,0.0,sparse,0.0881057268722467,"lower,maintain",226.0,227.0,186.0,0.4589280197713933,"no_rate_signal,lower,maintain",0.4,0.15,
RidgeClassifier,alpha=1.8,1,3000,3,12,0.9118942731277532,0.9456521739130436,0.956043956043956,0.935483870967742,0.6881720430107527,0.6400640597891365,0.6035242290748899,0.6134218144140315,0.675,0.725,0.2857142857142857,20.0,1057.0,227.0,,,20260428T011012Z_b0e52d49,0.55,0.4,0.3,0.0,sparse,0.0837004405286343,"lower,maintain",226.0,227.0,186.0,0.4600663608105236,"no_rate_signal,lower,maintain",0.4,0.05,
